index,id_unit,id_unit_role,id_num,vm_unit_type,unit_type,grouped_unit_type,vignette,echelon,joint_phase,role,Mine_or_IED,Small_Caliber,Side_IED_or_EFP,RPG,Medium_Caliber,IDF,Non_Kinetic,Trafficability,Soft_Soil,Max_Speed,Cross_Country_Speed,Dash_Speed,Roll_Over_Potential,Turning_Diameter,Fording,mobility,force_protection,deep,close,support,on_road,off_road
131,19,101,I16,BCT MI CO,BCT MI CO,BCT Combat Support,Vignette 1,IBCT,III,Gun Truck,10,10,10,10,10,0,0,10,10,10,10,0,10,0,0,50,50,0,100,0,90,10
132,19,102,I16,BCT MI CO,BCT MI CO,BCT Combat Support,Vignette 1,IBCT,III,Intel Collection,10,10,10,10,10,0,0,10,10,10,10,0,10,0,0,50,50,0,100,0,90,10
133,19,103,I16,BCT MI CO,BCT MI CO,BCT Combat Support,Vignette 1,IBCT,III,Logistics Transport,10,10,10,10,10,0,0,10,10,10,10,0,10,0,0,50,50,0,100,0,100,0
134,20,105,I17,Military Police CO,Military Police CO,EAB Combat Support,Vignette 1,EAB,III,Command and Control,20,0,0,0,20,0,0,60,0,0,0,0,0,0,0,60,40,0,25,75,90,10
135,20,106,I17,Military Police CO,Military Police CO,EAB Combat Support,Vignette 1,EAB,III,Gun Truck,20,0,0,0,20,0,0,40,0,20,0,0,0,0,0,60,40,0,25,75,90,10
136,20,107,I17,Military Police CO,Military Police CO,EAB Combat Support,Vignette 1,EAB,III,Military Police Operations,20,0,0,0,20,0,0,40,0,20,0,0,0,0,0,60,40,0,25,75,90,10
137,20,108,I17,Military Police CO,Military Police CO,EAB Combat Support,Vignette 1,EAB,III,Recon,20,0,0,0,20,0,0,40,0,20,0,0,0,0,0,60,40,0,25,75,90,10
138,21,110,I18,BCT Medical CO,BCT Medical CO,BCT Medical,Vignette 1,IBCT,III,Ambulance,15,15,0,10,15,0,0,0,15,30,0,0,0,0,0,45,55,0,10,90,95,5
139,21,111,I18,BCT Medical CO,BCT Medical CO,BCT Medical,Vignette 1,IBCT,III,Command and Control,20,20,5,5,20,0,0,0,15,0,0,15,0,0,0,30,70,0,0,100,100,0
140,21,112,I18,BCT Medical CO,BCT Medical CO,BCT Medical,Vignette 1,IBCT,III,Logistics Transport,20,20,15,15,20,0,0,0,10,0,0,0,0,0,0,10,90,0,0,100,100,0
141,22,114,I1,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 1,EAB,III,Admin-C4I,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,40,60,0,25,75,75,25
142,22,115,I1,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 1,EAB,III,Ambulance,10,10,5,5,10,5,5,5,10,10,5,5,5,5,5,50,50,0,25,75,75,25
143,22,116,I1,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 1,EAB,III,Command and Control,5,5,5,5,5,5,5,10,10,10,5,5,10,10,5,65,35,0,25,75,75,25
144,22,118,I1,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 1,EAB,III,Logistics Transport,5,10,5,5,5,5,5,7,10,10,5,5,10,8,5,60,40,0,25,75,75,25
145,22,119,I1,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 1,EAB,III,Maintenance Contact Truck,5,10,5,5,10,5,5,10,10,5,5,5,10,5,5,55,45,5,25,70,70,30
146,22,120,I1,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 1,EAB,III,Prime Mover,5,10,5,5,5,5,5,7,10,10,5,5,10,8,5,60,40,5,25,70,75,25
147,23,123,I20,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 1,IBCT,III,Ambulance,15,5,10,15,15,5,0,0,5,15,0,0,10,5,0,35,65,0,70,30,50,50
148,23,124,I20,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 1,IBCT,III,Command and Control,20,0,15,15,10,15,0,10,0,10,0,5,0,0,0,25,75,0,100,0,50,50
149,23,127,I20,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 1,IBCT,III,Logistics Transport,20,0,20,20,0,0,0,20,20,0,0,0,0,0,0,40,60,0,60,40,80,20
150,23,129,I20,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 1,IBCT,III,Retrans Vehicle,20,0,20,20,0,0,0,30,0,10,0,0,0,0,0,40,60,0,100,0,10,90
151,24,131,I21,BCT FA BN HQ,BCT FA BN HQ,BCT BN or BDE HQs,Vignette 1,IBCT,III,Admin-C4I,10,5,5,5,5,10,5,5,10,5,5,5,10,10,5,55,45,0,100,0,90,10
152,24,132,I21,BCT FA BN HQ,BCT FA BN HQ,BCT BN or BDE HQs,Vignette 1,IBCT,III,Ambulance,5,2,5,1,1,5,1,10,10,10,10,10,10,10,10,80,20,0,100,0,90,10
153,24,133,I21,BCT FA BN HQ,BCT FA BN HQ,BCT BN or BDE HQs,Vignette 1,IBCT,III,Command and Control,10,5,5,5,5,10,5,5,10,5,5,5,10,10,5,55,45,0,100,0,90,10
154,24,136,I21,BCT FA BN HQ,BCT FA BN HQ,BCT BN or BDE HQs,Vignette 1,IBCT,III,Logistics Transport,5,2,5,1,1,5,1,10,10,10,10,10,10,10,10,80,20,0,100,0,90,10
155,24,137,I21,BCT FA BN HQ,BCT FA BN HQ,BCT BN or BDE HQs,Vignette 1,IBCT,III,Retrans Vehicle,5,5,5,5,5,5,5,10,10,5,10,5,10,5,10,65,35,0,100,0,30,70
156,25,139,I24,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 1,IBCT,III,Command and Control,30,30,0,0,0,20,0,20,0,0,0,0,0,0,0,20,80,0,100,0,50,50
157,25,141,I24,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 1,IBCT,III,Logistics Transport,0,10,0,0,0,20,0,20,30,0,0,0,0,0,20,70,30,0,100,0,50,50
158,25,142,I24,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 1,IBCT,III,Prime Mover,10,10,0,0,0,10,0,0,30,0,10,0,20,0,10,70,30,0,100,0,50,50
159,2,54,I25,EAB Quartermaster CO,EAB Quartermaster CO,EAB Sustainment,Vignette 1,EAB,III,Admin-C4I,40,0,30,5,0,5,0,0,10,0,0,5,0,5,0,20,80,0,0,100,80,20
160,2,5,I25,EAB Quartermaster CO,EAB Quartermaster CO,EAB Sustainment,Vignette 1,EAB,III,Command and Control,20,20,0,0,20,0,0,20,0,0,0,20,0,0,0,40,60,0,60,40,70,30
161,2,6,I25,EAB Quartermaster CO,EAB Quartermaster CO,EAB Sustainment,Vignette 1,EAB,III,Logistics Transport,30,5,0,40,10,0,0,0,5,0,0,5,0,5,0,15,85,0,50,50,70,30
162,2,143,I25,EAB Quartermaster CO,EAB Quartermaster CO,EAB Sustainment,Vignette 1,EAB,III,Prime Mover,30,0,15,0,0,15,0,0,10,0,0,20,0,10,0,40,60,0,0,100,90,10
163,17,85,I28,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 1,IBCT,III,Command and Control,34,0,33,0,0,0,0,0,33,0,0,0,0,0,0,33,67,0,100,0,0,0
164,17,87,I28,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 1,IBCT,III,Gun Truck,0,0,0,5,20,8,0,0,7,0,50,0,10,0,0,67,33,0,100,0,0,0
165,17,88,I28,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 1,IBCT,III,Logistics Transport,30,0,0,10,20,0,0,0,20,0,0,0,20,0,0,40,60,0,100,0,0,0
166,17,89,I28,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 1,IBCT,III,Recon,0,0,0,5,20,8,0,0,7,0,50,0,10,0,0,67,33,0,100,0,0,0
167,26,144,I29,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 1,IBCT,III,Command and Control,40,0,0,20,0,0,0,0,10,5,0,0,20,5,0,40,60,0,100,0,95,5
168,26,146,I29,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 1,IBCT,III,Gun Truck,40,0,0,20,0,0,0,0,10,5,0,0,20,5,0,40,60,0,100,0,95,5
169,26,147,I29,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 1,IBCT,III,Recon,40,0,0,20,0,0,0,0,10,5,0,0,20,5,0,40,60,0,100,0,80,20
170,22,114,I2,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 1,EAB,III,Admin-C4I,15,10,15,10,10,0,0,5,15,0,0,0,10,0,10,40,60,5,10,85,95,5
171,22,115,I2,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 1,EAB,III,Ambulance,0,5,0,0,5,0,0,20,20,20,10,20,0,0,0,90,10,5,10,85,95,5
172,22,116,I2,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 1,EAB,III,Command and Control,5,5,5,5,5,0,0,5,15,5,10,10,20,0,10,75,25,5,10,85,95,5
173,22,118,I2,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 1,EAB,III,Logistics Transport,10,10,10,10,10,0,0,0,20,0,10,0,20,0,0,50,50,5,10,85,95,5
174,22,119,I2,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 1,EAB,III,Maintenance Contact Truck,10,10,10,10,10,0,0,0,20,0,10,0,20,0,0,50,50,5,10,85,95,5
175,22,120,I2,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 1,EAB,III,Prime Mover,10,10,10,10,10,0,0,20,20,0,10,0,0,0,0,50,50,5,10,85,95,5
176,26,144,I30,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 1,IBCT,III,Command and Control,20,10,0,10,0,0,0,10,20,10,10,0,10,0,0,60,40,0,100,0,40,60
177,26,146,I30,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 1,IBCT,III,Gun Truck,20,10,0,10,0,0,0,20,20,20,0,0,0,0,0,60,40,0,100,0,40,60
178,26,147,I30,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 1,IBCT,III,Recon,0,20,0,10,0,0,0,20,30,10,10,0,0,0,0,70,30,0,100,0,40,60
179,27,149,I31,Sustainment BDE HQ,Sustainment BDE HQ,EAB BN or BDE HQs,Vignette 1,EAB,III,Admin-C4I,5,5,0,10,30,30,0,10,0,0,0,0,0,5,5,20,80,0,0,100,0,100
180,27,150,I31,Sustainment BDE HQ,Sustainment BDE HQ,EAB BN or BDE HQs,Vignette 1,EAB,III,Command and Control,15,0,15,10,10,0,0,10,10,0,0,0,10,15,5,50,50,0,0,100,0,100
181,27,152,I31,Sustainment BDE HQ,Sustainment BDE HQ,EAB BN or BDE HQs,Vignette 1,EAB,III,Logistics Transport,10,10,10,10,10,0,0,5,5,10,0,0,10,15,5,50,50,0,0,100,50,50
182,27,153,I31,Sustainment BDE HQ,Sustainment BDE HQ,EAB BN or BDE HQs,Vignette 1,EAB,III,Prime Mover,15,5,15,10,10,0,0,5,10,0,0,0,10,10,10,45,55,0,0,100,50,50
183,28,156,I3,IBCT HQ,IBCT HQ,BCT BN or BDE HQs,Vignette 1,IBCT,III,Command and Control,10,15,0,2,5,0,0,7,5,12,5,20,7,8,4,68,32,0,85,15,90,10
184,26,144,I4,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 1,IBCT,III,Command and Control,20,0,0,10,30,0,0,5,10,5,5,0,10,3,2,40,60,0,100,0,80,20
185,26,146,I4,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 1,IBCT,III,Gun Truck,30,0,0,20,20,3,0,0,3,5,3,0,3,10,3,27,73,0,100,0,80,20
186,1,159,I5,EAB Transportation CO,EAB Transportation CO,EAB Sustainment,Vignette 1,EAB,III,Admin-C4I,20,20,5,0,10,0,0,25,0,0,10,0,10,0,0,45,55,0,0,100,100,0
187,1,2,I5,EAB Transportation CO,EAB Transportation CO,EAB Sustainment,Vignette 1,EAB,III,Command and Control,15,20,0,15,5,0,0,10,15,0,0,10,0,10,0,45,55,0,10,90,90,10
188,1,160,I5,EAB Transportation CO,EAB Transportation CO,EAB Sustainment,Vignette 1,EAB,III,Gun Truck,15,20,0,15,10,0,0,15,0,0,0,20,0,5,0,40,60,0,10,90,90,10
189,1,3,I5,EAB Transportation CO,EAB Transportation CO,EAB Sustainment,Vignette 1,EAB,III,Logistics Transport,15,15,15,15,15,0,0,5,0,20,0,0,0,0,0,25,75,0,10,90,90,10
190,1,20,I5,EAB Transportation CO,EAB Transportation CO,EAB Sustainment,Vignette 1,EAB,III,Maintenance Contact Truck,10,20,10,5,5,0,0,10,0,0,0,0,20,20,0,50,50,0,0,100,100,0
191,1,8,I5,EAB Transportation CO,EAB Transportation CO,EAB Sustainment,Vignette 1,EAB,III,Prime Mover,10,20,0,20,20,20,0,0,10,0,0,0,0,0,0,10,90,0,10,90,90,10
192,26,146,I6,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 1,IBCT,III,Gun Truck,30,20,30,5,5,0,0,0,0,0,0,10,0,0,0,10,90,0,90,10,40,60
193,26,147,I6,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 1,IBCT,III,Recon,0,10,0,0,0,0,0,10,0,20,10,20,10,20,0,90,10,0,90,10,30,70
194,51,290,I7,Infantry (LI) BN HQ,Infantry (LI) BN HQ,BCT BN or BDE HQs,Vignette 1,IBCT,III,Admin-C4I,0,20,0,20,13,1,2,15,1,20,2,2,1,1,2,44,56,0,95,5,55,45
195,51,291,I7,Infantry (LI) BN HQ,Infantry (LI) BN HQ,BCT BN or BDE HQs,Vignette 1,IBCT,III,Ambulance,0,20,0,10,10,0,0,20,5,25,10,0,0,0,0,60,40,0,98,2,55,45
196,51,292,I7,Infantry (LI) BN HQ,Infantry (LI) BN HQ,BCT BN or BDE HQs,Vignette 1,IBCT,III,Command and Control,0,11,0,11,2,2,0,10,7,20,20,10,2,0,5,74,26,0,95,5,55,45
197,51,294,I7,Infantry (LI) BN HQ,Infantry (LI) BN HQ,BCT BN or BDE HQs,Vignette 1,IBCT,III,Logistics Transport,0,20,0,10,5,0,0,20,5,25,10,0,0,5,0,65,35,0,95,5,60,40
198,29,162,I8,BCT Engineer BN HQ,BCT Engineer BN HQ,BCT BN or BDE HQs,Vignette 1,IBCT,III,Ambulance,0,40,0,0,0,20,0,40,0,0,0,0,0,0,0,40,60,0,80,20,90,10
199,29,163,I8,BCT Engineer BN HQ,BCT Engineer BN HQ,BCT BN or BDE HQs,Vignette 1,IBCT,III,Command and Control,0,40,0,0,0,20,0,40,0,0,0,0,0,0,0,40,60,0,85,15,90,10
200,29,164,I8,BCT Engineer BN HQ,BCT Engineer BN HQ,BCT BN or BDE HQs,Vignette 1,IBCT,III,Gun Truck,0,40,0,0,0,20,0,40,0,0,0,0,0,0,0,40,60,0,85,15,90,10
201,29,165,I8,BCT Engineer BN HQ,BCT Engineer BN HQ,BCT BN or BDE HQs,Vignette 1,IBCT,III,Logistics Transport,0,40,0,0,0,20,0,40,0,0,0,0,0,0,0,40,60,0,75,25,90,10
202,30,168,I9,BCT Signal CO,BCT Signal CO,BCT Combat Support,Vignette 1,IBCT,III,Command and Control,10,5,5,5,5,5,5,10,5,5,5,5,20,5,5,60,40,0,95,5,95,5
203,30,170,I9,BCT Signal CO,BCT Signal CO,BCT Combat Support,Vignette 1,IBCT,III,Logistics Transport,5,5,5,5,5,5,5,5,10,10,5,10,10,10,5,65,35,0,100,0,95,5
204,30,171,I9,BCT Signal CO,BCT Signal CO,BCT Combat Support,Vignette 1,IBCT,III,Retrans Vehicle,5,5,5,5,5,5,5,10,10,0,10,10,10,10,5,65,35,0,90,10,75,25
205,18,91,I19,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 1,IBCT,III,Admin-C4I,15,5,5,15,5,10,0,0,10,5,0,0,5,5,20,45,55,0,80,20,50,50
206,18,92,I19,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 1,IBCT,III,Command and Control,5,10,5,15,5,5,5,0,10,5,0,5,10,10,10,50,50,0,80,20,50,50
207,18,94,I19,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 1,IBCT,III,Logistics Transport,10,10,10,15,10,0,0,0,10,5,0,0,10,10,10,45,55,0,80,20,75,25
208,18,95,I19,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 1,IBCT,III,Maintenance Contact Truck,10,5,10,15,5,10,0,0,15,10,0,0,5,0,15,45,55,0,80,20,50,50
209,18,96,I19,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 1,IBCT,III,Prime Mover,15,5,15,10,5,10,0,0,10,0,0,0,5,10,15,40,60,0,85,15,50,50
210,14,65,I10,BCT Engineer CO,BCT Engineer CO,BCT Combat Support,Vignette 2,IBCT,III,Command and Control,10,20,10,10,10,0,0,20,0,5,0,5,10,0,0,40,60,0,100,0,90,10
211,14,66,I10,BCT Engineer CO,BCT Engineer CO,BCT Combat Support,Vignette 2,IBCT,III,Gun Truck,5,20,0,5,0,0,0,20,10,20,10,5,5,0,0,70,30,0,100,0,80,20
212,14,67,I10,BCT Engineer CO,BCT Engineer CO,BCT Combat Support,Vignette 2,IBCT,III,Logistics Transport,5,20,10,10,5,10,0,5,5,5,0,5,20,0,0,40,60,0,80,20,90,10
213,14,68,I10,BCT Engineer CO,BCT Engineer CO,BCT Combat Support,Vignette 2,IBCT,III,Prime Mover,5,20,10,10,5,10,0,5,5,5,0,5,20,0,0,40,60,0,80,20,90,10
214,14,69,I10,BCT Engineer CO,BCT Engineer CO,BCT Combat Support,Vignette 2,IBCT,III,Recon,0,5,0,0,5,0,0,30,0,20,0,10,10,10,10,90,10,0,90,0,70,30
215,15,71,I11,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 2,IBCT,III,Admin-C4I,0,0,0,0,0,75,0,5,10,0,0,10,0,0,0,25,75,0,100,0,0,100
216,15,72,I11,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 2,IBCT,III,Command and Control,10,10,10,10,10,10,0,5,5,10,5,5,5,5,0,40,60,0,95,5,50,50
217,15,74,I11,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 2,IBCT,III,Logistics Transport,5,10,5,10,10,10,5,10,5,10,0,0,10,10,0,45,55,0,95,5,50,50
218,15,75,I11,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 2,IBCT,III,Maintenance Contact Truck,5,5,5,5,5,15,0,0,15,15,0,15,15,0,0,60,40,0,90,10,50,50
219,15,76,I11,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 2,IBCT,III,Prime Mover,10,10,10,15,10,15,10,0,5,0,0,0,5,10,0,20,80,0,90,10,50,50
220,16,80,I12,BCT Transportation CO,BCT Transportation CO,BCT Sustainment,Vignette 2,IBCT,III,Command and Control,5,5,0,5,5,25,0,0,10,20,0,25,0,0,0,55,45,0,0,100,95,5
221,17,85,I13,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 2,IBCT,III,Command and Control,10,5,10,10,10,5,0,0,0,10,15,10,15,0,0,50,50,0,90,10,50,50
222,17,87,I13,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 2,IBCT,III,Gun Truck,5,10,5,5,5,0,0,10,10,5,10,10,10,5,10,70,30,10,80,10,20,80
223,17,88,I13,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 2,IBCT,III,Logistics Transport,10,10,10,10,10,10,5,5,5,5,5,5,5,5,0,35,65,0,50,50,90,10
224,17,89,I13,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 2,IBCT,III,Recon,5,10,5,5,5,0,0,10,10,5,10,10,10,5,10,70,30,10,80,10,20,80
225,16,80,I15,BCT Transportation CO,BCT Transportation CO,BCT Sustainment,Vignette 2,IBCT,III,Command and Control,10,0,10,30,10,0,0,0,0,20,20,0,0,0,0,40,60,0,100,0,95,5
226,19,99,I16,BCT MI CO,BCT MI CO,BCT Combat Support,Vignette 2,IBCT,III,Admin-C4I,10,10,10,0,10,0,0,10,20,0,0,10,10,10,0,60,40,0,90,10,80,20
227,19,100,I16,BCT MI CO,BCT MI CO,BCT Combat Support,Vignette 2,IBCT,III,Command and Control,10,10,10,0,10,0,0,10,20,0,0,10,10,10,0,60,40,0,100,0,80,20
228,19,101,I16,BCT MI CO,BCT MI CO,BCT Combat Support,Vignette 2,IBCT,III,Gun Truck,10,10,10,0,10,0,0,10,20,0,0,10,10,10,0,60,40,0,100,0,80,20
229,19,102,I16,BCT MI CO,BCT MI CO,BCT Combat Support,Vignette 2,IBCT,III,Intel Collection,10,10,10,0,10,0,0,10,20,0,0,0,20,10,0,60,40,0,100,0,80,20
230,19,103,I16,BCT MI CO,BCT MI CO,BCT Combat Support,Vignette 2,IBCT,III,Logistics Transport,10,10,10,0,10,0,0,10,20,0,0,10,10,10,0,60,40,0,100,0,80,20
231,20,105,I17,Military Police CO,Military Police CO,EAB Combat Support,Vignette 2,EAB,III,Command and Control,0,10,0,10,20,0,0,40,20,0,0,0,0,0,0,60,40,0,80,20,80,20
232,20,106,I17,Military Police CO,Military Police CO,EAB Combat Support,Vignette 2,EAB,III,Gun Truck,0,10,0,10,20,0,0,40,20,0,0,0,0,0,0,60,40,0,80,20,80,20
233,20,107,I17,Military Police CO,Military Police CO,EAB Combat Support,Vignette 2,EAB,III,Military Police Operations,0,10,0,10,20,0,0,40,20,0,0,0,0,0,0,60,40,0,80,20,80,20
234,20,108,I17,Military Police CO,Military Police CO,EAB Combat Support,Vignette 2,EAB,III,Recon,0,10,0,10,20,0,0,40,20,0,0,0,0,0,0,60,40,0,80,20,80,20
235,21,110,I18,BCT Medical CO,BCT Medical CO,BCT Medical,Vignette 2,IBCT,III,Ambulance,15,20,0,5,15,0,0,0,5,40,0,0,0,0,0,45,55,0,5,95,99,1
236,21,111,I18,BCT Medical CO,BCT Medical CO,BCT Medical,Vignette 2,IBCT,III,Command and Control,15,15,0,5,15,0,0,0,0,30,0,20,0,0,0,50,50,0,0,100,100,0
237,21,112,I18,BCT Medical CO,BCT Medical CO,BCT Medical,Vignette 2,IBCT,III,Logistics Transport,30,20,0,5,15,0,0,0,0,10,0,20,0,0,0,30,70,0,0,100,100,0
238,18,91,I19,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 2,IBCT,III,Admin-C4I,10,0,10,0,0,15,0,0,20,0,0,0,15,15,15,65,35,0,90,10,80,20
239,18,92,I19,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 2,IBCT,III,Command and Control,15,5,15,15,10,10,0,0,10,0,5,5,0,0,10,30,70,0,90,10,50,50
240,18,94,I19,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 2,IBCT,III,Logistics Transport,15,10,10,10,5,10,0,0,10,0,0,0,10,10,10,40,60,0,90,10,85,15
241,18,95,I19,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 2,IBCT,III,Maintenance Contact Truck,15,10,10,15,10,10,0,0,10,0,0,0,0,10,10,30,70,0,90,10,50,50
242,18,96,I19,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 2,IBCT,III,Prime Mover,15,5,15,10,5,10,0,0,10,0,0,0,10,10,10,40,60,0,90,10,50,50
243,22,116,I1,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 2,EAB,III,Command and Control,10,10,5,10,10,5,5,5,5,10,10,5,5,5,0,45,55,0,40,60,60,40
244,22,119,I1,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 2,EAB,III,Maintenance Contact Truck,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,40,60,0,40,60,60,40
245,23,123,I20,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 2,IBCT,III,Ambulance,15,0,10,0,0,10,0,25,5,5,0,20,0,0,10,65,35,0,100,0,80,20
246,23,124,I20,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 2,IBCT,III,Command and Control,20,0,10,10,0,10,0,20,0,20,0,10,0,0,0,50,50,0,100,0,80,20
247,23,127,I20,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 2,IBCT,III,Logistics Transport,20,1,20,20,1,20,0,0,0,3,0,0,0,5,10,18,82,0,50,50,100,0
248,23,129,I20,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 2,IBCT,III,Retrans Vehicle,10,0,10,10,0,20,0,5,25,0,0,0,10,10,0,50,50,0,100,0,20,80
249,25,139,I24,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 2,IBCT,III,Command and Control,25,15,0,0,0,0,0,30,10,0,20,0,0,0,0,60,40,0,100,0,40,60
250,25,141,I24,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 2,IBCT,III,Logistics Transport,25,15,0,0,0,0,0,30,10,0,20,0,0,0,0,60,40,0,100,0,40,60
251,25,142,I24,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 2,IBCT,III,Prime Mover,15,15,0,0,0,0,0,30,5,5,30,0,0,0,0,70,30,0,100,0,40,60
252,2,54,I25,EAB Quartermaster CO,EAB Quartermaster CO,EAB Sustainment,Vignette 2,EAB,III,Admin-C4I,10,0,10,15,0,15,0,10,10,0,5,15,0,10,0,50,50,0,80,20,40,60
253,2,5,I25,EAB Quartermaster CO,EAB Quartermaster CO,EAB Sustainment,Vignette 2,EAB,III,Command and Control,20,15,20,5,0,0,0,15,10,0,0,15,0,0,0,40,60,0,50,50,60,40
254,2,6,I25,EAB Quartermaster CO,EAB Quartermaster CO,EAB Sustainment,Vignette 2,EAB,III,Logistics Transport,20,15,20,5,10,0,0,5,5,0,0,5,0,15,0,30,70,0,40,60,70,30
255,2,143,I25,EAB Quartermaster CO,EAB Quartermaster CO,EAB Sustainment,Vignette 2,EAB,III,Prime Mover,20,5,10,15,10,0,0,5,5,10,0,0,0,20,0,40,60,0,20,80,80,20
256,17,85,I28,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 2,IBCT,III,Command and Control,15,0,0,0,5,35,0,0,0,0,10,35,0,0,0,45,55,0,100,0,75,25
257,17,87,I28,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 2,IBCT,III,Gun Truck,15,0,0,0,5,35,0,0,0,0,10,35,0,0,0,45,55,0,100,0,65,35
258,17,88,I28,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 2,IBCT,III,Logistics Transport,15,0,0,15,15,35,0,0,0,0,10,10,0,0,0,20,80,0,100,0,90,10
259,17,89,I28,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 2,IBCT,III,Recon,15,0,0,0,5,35,0,0,0,0,10,35,0,0,0,45,55,0,100,0,65,35
260,26,144,I29,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 2,IBCT,III,Command and Control,10,0,0,10,10,0,0,0,5,0,30,30,5,0,0,70,30,0,100,0,40,60
261,26,146,I29,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 2,IBCT,III,Gun Truck,10,0,0,10,10,0,0,0,5,0,30,30,5,0,0,70,30,0,100,0,40,60
262,26,147,I29,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 2,IBCT,III,Recon,10,0,0,10,10,0,0,0,5,0,30,30,5,0,0,70,30,0,100,0,30,70
263,22,114,I2,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 2,EAB,III,Admin-C4I,15,0,15,15,0,15,0,0,0,15,0,5,20,0,0,40,60,5,10,85,80,20
